	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> T 2m -> Povp. -> °C	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Rel. vl. 2m -> Povp. -> %	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Stab.atm. -> Stabilnost ->  PG	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Gl. son. sev. -> Povp. ->  W/m2	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Zr. tlak -> Povp. ->  mB	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Veter 10m -> Skal. ->  m/s
02/01/2015 06:30	-5.2	93	7	-8	1014.6	1.8
02/01/2015 07:00	-4.6	90	6	-8	1014.6	1.3
02/01/2015 07:30	-4.1	90	6	-8	1014.7	1.2
02/01/2015 08:00	-3.3	87	6	-3	1014.8	1.9
02/01/2015 08:30	-2.5	83	6	14	1014.5	1.9
02/01/2015 09:00	-1.9	81	4	34	1014.5	2.2
02/01/2015 09:30	-1.2	79	2	74	1014.2	1.7
02/01/2015 10:00	-0.5	76	2	105	1014.0	1.7
02/01/2015 10:30	0.0	76	2	128	1013.7	1.5
02/01/2015 11:00	0.6	77	3	216	1013.3	2.1
02/01/2015 11:30	1.1	78	6	210	1013.1	1.8
02/01/2015 12:00	1.9	77	4	360	1012.5	2.8
02/01/2015 12:30	2.2	79	5	250	1011.8	2.6
02/01/2015 13:00	2.8	77	4	291	1011.2	2.3
02/01/2015 13:30	3.4	74	5	289	1010.7	2.1
02/01/2015 14:00	3.6	73	6	252	1010.3	1.4
02/01/2015 14:30	4.1	71	6	204	1009.9	1.1
02/01/2015 15:00	4.2	70	6	177	1009.4	1.4
02/01/2015 15:30	4.2	70	6	111	1009.1	1.0
02/01/2015 16:00	3.2	75	7	13	1009.0	0.6
02/01/2015 16:30	2.3	79	7	-4	1009.0	0.5
02/01/2015 17:00	0.8	86	7	-10	1008.9	1.1
02/01/2015 17:30	-0.1	90	7	-10	1008.8	1.3
02/01/2015 18:00	-0.6	93	7	-11	1008.9	0.6
02/01/2015 18:30	-0.1	92	7	-10	1008.9	1.2
02/01/2015 19:00	0.2	92	7	-9	1008.9	0.8
02/01/2015 19:30	0.5	92	7	-9	1008.9	0.9
02/01/2015 20:00	0.7	94	7	-10	1008.8	0.9
02/01/2015 20:30	0.8	93	7	-9	1008.8	0.6
02/01/2015 21:00	0.8	93	7	-10	1008.7	1.4
02/01/2015 21:30	0.8	93	7	-10	1008.7	1.4
02/01/2015 22:00	0.9	93	6	-10	1008.7	1.1
02/01/2015 22:30	0.8	94	6	-10	1009.1	1.3
02/01/2015 23:00	0.6	94	6	-10	1009.3	0.5
02/01/2015 23:30	0.0	95	7	-10	1009.0	1.2
03/01/2015 00:00	-0.2	96	7	-10	1008.9	0.8
03/01/2015 00:30	-1.2	97	7	-10	1009.2	1.5
03/01/2015 01:00	-1.9	98	7	-10	1009.9	0.7
03/01/2015 01:30	-2.1	99	7	-10	1010.2	1.4
03/01/2015 02:00	-1.8	99	7	-10	1010.2	1.3
03/01/2015 02:30	-1.0	99	7	-10	1010.2	1.8
03/01/2015 03:00	-1.8	98	7	-9	1010.5	1.2
03/01/2015 03:30	-2.5	98	7	-10	1010.7	1.4
03/01/2015 04:00	-2.8	99	7	-10	1010.7	0.7
03/01/2015 04:30	-3.7	99	7	-10	1010.7	0.8
03/01/2015 05:00	-4.3	99	7	-9	1010.8	1.0
03/01/2015 05:30	-4.2	98	7	-9	1011.2	1.2
03/01/2015 06:00	-4.4	97	7	-8	1011.2	0.7
03/01/2015 06:30	-4.3	97	7	-9	1011.3	0.7
03/01/2015 07:00	-4.4	97	7	-9	1011.5	0.9
03/01/2015 07:30	-4.1	98	7	-8	1012.3	0.8
03/01/2015 08:00	-3.5	98	6	-6	1012.5	1.2
03/01/2015 08:30	-3.1	98	4	4	1012.9	0.6
03/01/2015 09:00	-2.3	99	4	26	1012.9	0.8
03/01/2015 09:30	-1.4	100	6	30	1013.0	1.2
03/01/2015 10:00	-0.8	100	4	43	1012.9	1.0
03/01/2015 10:30	-0.8	100	4	71	1012.6	1.3
03/01/2015 11:00	-0.1	98	2	101	1012.2	0.8
03/01/2015 11:30	0.4	94	4	124	1011.9	1.1
03/01/2015 12:00	0.7	91	3	123	1011.7	1.2
03/01/2015 12:30	1.3	89	2	153	1011.0	0.9
03/01/2015 13:00	1.9	86	6	133	1010.2	0.5
03/01/2015 13:30	2.1	85	6	121	1009.4	0.8
03/01/2015 14:00	2.4	84	6	139	1008.4	0.8
03/01/2015 14:30	3.1	80	4	115	1007.6	0.3
03/01/2015 15:00	3.0	81	6	89	1007.0	0.8
03/01/2015 15:30	2.8	82	6	83	1006.1	1.1
03/01/2015 16:00	2.6	83	6	33	1005.7	0.8
03/01/2015 16:30	2.0	87	7	-1	1005.1	1.0
03/01/2015 17:00	1.4	91	7	-9	1004.5	0.8
03/01/2015 17:30	1.5	91	7	-10	1003.9	1.2
03/01/2015 18:00	1.3	92	7	-10	1003.0	0.6
03/01/2015 18:30	1.2	93	7	-9	1001.8	0.5
03/01/2015 19:00	0.8	94	7	-10	1001.1	0.6
03/01/2015 19:30	0.6	96	7	-9	1000.9	1.4
03/01/2015 20:00	0.6	97	7	-10	1000.3	0.9
03/01/2015 20:30	0.8	96	7	-10	1000.1	1.4
03/01/2015 21:00	0.9	95	7	-10	999.9	1.2
03/01/2015 21:30	0.8	96	7	-11	999.4	1.3
03/01/2015 22:00	0.6	97	7	-10	998.7	0.7
03/01/2015 22:30	0.7	96	7	-10	998.0	1.8
03/01/2015 23:00	0.5	96	7	-10	997.4	1.9
03/01/2015 23:30	1.5	93	7	-10	997.0	2.0
04/01/2015 00:00	1.3	92	7	-10	996.4	2.0
04/01/2015 00:30	0.6	95	7	-10	995.7	1.8
04/01/2015 01:00	-0.1	97	7	-10	995.1	1.1
04/01/2015 01:30	-0.6	98	7	-10	994.6	1.4
04/01/2015 02:00	-0.9	99	7	-9	994.1	0.9
04/01/2015 02:30	-1.4	100	7	-10	993.6	0.9
04/01/2015 03:00	-1.1	100	7	-10	993.9	1.2
04/01/2015 03:30	-1.3	99	7	-10	995.5	1.3
04/01/2015 04:00	-0.2	99	7	-9	996.8	2.0
04/01/2015 04:30	0.9	98	6	-10	996.8	2.0
04/01/2015 05:00	1.8	96	7	-10	997.5	1.0
04/01/2015 05:30	1.2	97	7	-10	998.3	1.4
04/01/2015 06:00	1.9	98	7	-10	998.8	1.5
04/01/2015 06:30	2.0	94	7	-11	999.1	1.0
04/01/2015 07:00	1.4	97	7	-10	999.7	3.0
04/01/2015 07:30	1.3	96	7	-11	1000.1	1.3
04/01/2015 08:00	0.1	98	7	-5	1000.5	1.5
04/01/2015 08:30	0.2	99	7	11	1000.9	1.2
04/01/2015 09:00	0.8	99	7	23	1001.1	1.2
04/01/2015 09:30	0.9	97	7	145	1001.6	1.7
04/01/2015 10:00	2.7	89	6	222	1002.1	1.0
04/01/2015 10:30	3.6	83	3	259	1002.6	2.7
04/01/2015 11:00	4.5	79	1	287	1003.0	2.7
04/01/2015 11:30	5.1	76	4	327	1003.1	3.1
04/01/2015 12:00	5.3	76	4	358	1003.1	3.2
04/01/2015 12:30	5.8	73	5	361	1003.1	2.5
04/01/2015 13:00	6.4	70	5	346	1003.1	2.6
04/01/2015 13:30	6.8	67	5	318	1003.1	2.2
04/01/2015 14:00	7.3	62	6	283	1003.2	1.5
04/01/2015 14:30	7.8	57	6	235	1003.4	1.6
04/01/2015 15:00	8.2	51	7	180	1003.9	1.0
04/01/2015 15:30	8.3	48	7	146	1004.5	1.5
04/01/2015 16:00	7.9	46	7	62	1004.8	2.4
04/01/2015 16:30	7.1	46	7	-2	1005.2	1.4
04/01/2015 17:00	6.6	39	7	-10	1005.6	1.5
04/01/2015 17:30	4.4	47	7	-10	1005.9	2.0
04/01/2015 18:00	4.1	46	7	-10	1006.2	2.2
04/01/2015 18:30	5.7	36	7	-10	1006.3	2.9
04/01/2015 19:00	5.3	36	7	-10	1006.4	1.7
04/01/2015 19:30	4.9	37	7	-10	1006.4	2.3
04/01/2015 20:00	3.6	42	7	-10	1006.5	1.4
04/01/2015 20:30	2.5	48	7	-11	1006.5	1.6
04/01/2015 21:00	2.9	45	7	-10	1006.6	1.9
04/01/2015 21:30	1.2	58	7	-10	1006.8	1.2
04/01/2015 22:00	0.3	70	7	-10	1006.9	1.6
04/01/2015 22:30	-0.6	78	7	-10	1007.1	1.1
04/01/2015 23:00	-1.1	79	7	-10	1007.1	1.5
04/01/2015 23:30	-1.7	82	7	-10	1007.2	1.6
05/01/2015 00:00	-1.6	82	7	-10	1007.3	1.2
05/01/2015 00:30	-0.6	74	7	-10	1007.4	1.7
05/01/2015 01:00	0.0	71	7	-11	1007.7	1.9
05/01/2015 01:30	-1.8	82	7	-10	1008.1	2.3
05/01/2015 02:00	-1.7	81	7	-10	1008.5	2.1
05/01/2015 02:30	-2.0	81	7	-10	1009.2	1.4
05/01/2015 03:00	-1.5	77	7	-10	1009.6	1.2
05/01/2015 03:30	-2.3	82	7	-10	1009.8	1.1
05/01/2015 04:00	-3.1	88	7	-10	1010.0	1.0
05/01/2015 04:30	-2.6	87	7	-9	1010.3	1.0
05/01/2015 05:00	-1.8	88	7	-10	1010.3	1.5
05/01/2015 05:30	-2.1	89	7	-10	1010.5	1.4
05/01/2015 06:00	-3.7	91	7	-10	1010.8	1.0
05/01/2015 06:30	-3.8	92	7	-9	1010.7	1.5
05/01/2015 07:00	-3.6	94	7	-8	1010.7	2.0
05/01/2015 07:30	-3.4	92	7	-8	1010.7	1.6
05/01/2015 08:00	-3.4	91	6	-2	1010.9	1.0
05/01/2015 08:30	-3.2	91	6	26	1010.9	0.4
05/01/2015 09:00	-2.8	90	6	33	1010.9	0.7
05/01/2015 09:30	-2.1	86	3	74	1010.9	1.0
05/01/2015 10:00	-1.2	83	1	180	1010.9	1.1
05/01/2015 10:30	0.4	78	1	192	1010.9	0.6
05/01/2015 11:00	0.6	78	1	211	1010.5	0.9
05/01/2015 11:30	1.8	67	1	334	1010.0	0.8
05/01/2015 12:00	3.0	63	6	367	1009.6	0.5
05/01/2015 12:30	3.6	62	7	376	1009.0	0.8
05/01/2015 13:00	4.6	58	6	321	1008.3	1.0
05/01/2015 13:30	5.1	55	6	212	1007.8	1.2
05/01/2015 14:00	5.7	52	6	115	1007.4	1.5
05/01/2015 14:30	5.4	52	6	74	1007.1	1.3
05/01/2015 15:00	5.1	53	6	47	1006.8	1.6
05/01/2015 15:30	4.8	54	7	26	1006.4	1.6
05/01/2015 16:00	4.5	59	7	2	1006.1	1.9
05/01/2015 16:30	4.0	64	7	-6	1005.9	2.0
05/01/2015 17:00	3.5	68	7	-10	1005.8	2.1
05/01/2015 17:30	2.8	75	7	-10	1005.9	1.7
05/01/2015 18:00	2.6	76	7	-10	1006.0	1.4
05/01/2015 18:30	2.2	77	7	-10	1005.9	0.8
05/01/2015 19:00	2.1	77	7	-11	1005.8	0.7
05/01/2015 19:30	2.1	76	7	-10	1005.8	0.9
05/01/2015 20:00	1.7	80	7	-11	1005.8	0.5
05/01/2015 20:30	1.5	81	7	-10	1005.8	0.8
05/01/2015 21:00	1.1	84	7	-10	1005.8	1.2
05/01/2015 21:30	1.2	82	7	-9	1006.0	1.3
05/01/2015 22:00	1.4	79	7	-10	1006.2	0.6
05/01/2015 22:30	1.1	82	7	-10	1006.2	0.9
05/01/2015 23:00	1.7	78	7	-10	1006.3	1.1
05/01/2015 23:30	1.8	77	7	-10	1006.3	1.4
06/01/2015 00:00	2.7	76	7	-10	1006.2	1.7
06/01/2015 00:30	3.2	77	7	-10	1006.3	2.5
06/01/2015 01:00	3.1	80	6	-11	1006.4	2.4
06/01/2015 01:30	2.0	86	7	-10	1006.7	0.8
06/01/2015 02:00	1.0	90	7	-11	1006.7	1.2
06/01/2015 02:30	0.6	92	7	-10	1006.8	0.6
06/01/2015 03:00	0.2	93	7	-10	1006.9	1.4
06/01/2015 03:30	-0.1	95	7	-10	1007.0	1.4
06/01/2015 04:00	-0.2	96	7	-11	1007.1	1.8
06/01/2015 04:30	0.3	95	7	-9	1007.1	1.6
06/01/2015 05:00	0.5	94	7	-10	1007.2	1.2
06/01/2015 05:30	0.4	94	7	-10	1007.4	0.6
06/01/2015 06:00	0.1	96	7	-9	1007.5	0.9
06/01/2015 06:30	0.0	95	7	-10	1007.6	0.8
06/01/2015 07:00	-0.1	96	7	-9	1007.8	0.5
06/01/2015 07:30	-0.3	97	7	-9	1007.9	0.9
06/01/2015 08:00	-0.3	97	6	-2	1008.2	0.7
06/01/2015 08:30	-0.2	96	6	5	1008.2	1.1
06/01/2015 09:00	0.0	95	6	26	1008.4	1.2
06/01/2015 09:30	0.1	94	6	54	1008.7	1.3
06/01/2015 10:00	0.6	92	2	71	1008.9	0.8
06/01/2015 10:30	0.8	91	4	78	1009.1	0.7
06/01/2015 11:00	1.5	88	1	109	1009.1	0.5
06/01/2015 11:30	1.9	87	6	132	1008.9	0.9
06/01/2015 12:00	1.9	87	6	94	1008.8	1.2
06/01/2015 12:30	2.0	85	4	104	1008.5	1.4
06/01/2015 13:00	2.3	82	4	118	1008.2	0.8
06/01/2015 13:30	2.8	80	6	112	1007.9	0.5
06/01/2015 14:00	3.5	77	4	130	1007.7	0.3
06/01/2015 14:30	3.7	77	6	97	1007.7	0.7
06/01/2015 15:00	3.6	79	6	91	1007.6	0.9
06/01/2015 15:30	3.3	79	6	59	1007.7	1.0
06/01/2015 16:00	3.1	81	6	21	1007.9	0.4
06/01/2015 16:30	2.7	82	7	-2	1008.1	0.6
06/01/2015 17:00	2.3	84	7	-10	1008.3	0.4
06/01/2015 17:30	2.2	85	7	-10	1008.5	0.7
06/01/2015 18:00	1.4	89	7	-10	1008.7	0.6
06/01/2015 18:30	0.6	93	7	-10	1008.9	0.7
06/01/2015 19:00	-0.2	96	7	-10	1009.0	0.5
06/01/2015 19:30	-1.0	97	7	-10	1009.4	0.5
06/01/2015 20:00	-1.0	98	7	-10	1009.6	0.6
06/01/2015 20:30	-1.4	98	7	-10	1009.9	0.5
06/01/2015 21:00	-1.9	98	7	-10	1010.1	0.7
06/01/2015 21:30	-2.4	98	7	-10	1010.4	0.9
06/01/2015 22:00	-2.0	99	7	-10	1010.4	0.8
06/01/2015 22:30	-2.8	99	7	-10	1010.4	0.7
06/01/2015 23:00	-3.4	99	7	-9	1010.6	0.5
06/01/2015 23:30	-3.0	99	7	-9	1011.0	1.7
07/01/2015 00:00	-3.1	99	7	-10	1011.1	1.1
07/01/2015 00:30	-3.6	98	7	-10	1011.2	1.0
07/01/2015 01:00	-3.9	98	7	-9	1011.2	0.8
07/01/2015 01:30	-3.9	98	7	-9	1011.4	0.8
07/01/2015 02:00	-4.1	98	7	-8	1011.5	0.8
07/01/2015 02:30	-3.5	98	7	-9	1011.5	0.9
07/01/2015 03:00	-3.9	98	7	-8	1011.5	1.2
07/01/2015 03:30	-3.6	98	7	-8	1011.6	1.3
07/01/2015 04:00	-4.1	98	6	-9	1011.9	1.6
07/01/2015 04:30	-4.0	98	6	-8	1011.9	0.6
07/01/2015 05:00	-4.1	98	6	-8	1011.9	0.5
07/01/2015 05:30	-4.4	98	6	-8	1011.8	1.3
07/01/2015 06:00	-4.8	97	7	-8	1011.9	0.8
07/01/2015 06:30	-4.2	98	7	-8	1011.8	0.8
07/01/2015 07:00	-4.0	98	7	-9	1012.2	1.3
07/01/2015 07:30	-3.9	98	6	-9	1012.4	1.5
07/01/2015 08:00	-3.9	98	6	-5	1012.7	1.3
07/01/2015 08:30	-3.4	98	6	16	1012.7	1.6
07/01/2015 09:00	-2.7	97	6	50	1013.0	2.4
07/01/2015 09:30	-1.9	87	6	78	1013.1	2.8
07/01/2015 10:00	-1.5	86	5	85	1013.4	2.6
07/01/2015 10:30	-1.2	85	4	112	1013.4	2.7
07/01/2015 11:00	-0.7	82	1	255	1013.6	2.4
07/01/2015 11:30	-0.1	80	1	346	1013.6	2.6
07/01/2015 12:00	-0.1	82	1	234	1013.6	2.7
07/01/2015 12:30	-0.2	84	2	188	1013.6	2.0
07/01/2015 13:00	-0.1	83	1	163	1013.2	2.1
07/01/2015 13:30	-0.1	82	1	85	1013.2	1.9
07/01/2015 14:00	0.0	82	1	103	1013.3	1.9
07/01/2015 14:30	0.1	84	3	109	1013.0	2.5
07/01/2015 15:00	0.0	84	4	70	1013.0	1.8
07/01/2015 15:30	0.2	83	6	108	1013.0	1.7
07/01/2015 16:00	0.0	84	6	50	1013.1	1.5
07/01/2015 16:30	-0.5	85	6	1	1013.3	1.8
07/01/2015 17:00	-1.1	86	7	-9	1013.5	1.4
07/01/2015 17:30	-1.3	87	7	-8	1013.7	1.4
07/01/2015 18:00	-1.6	88	7	-9	1013.8	1.3
07/01/2015 18:30	-2.3	90	7	-9	1013.7	0.7
07/01/2015 19:00	-3.0	92	7	-9	1013.7	0.7
07/01/2015 19:30	-3.2	95	7	-10	1013.8	0.9
07/01/2015 20:00	-3.5	94	7	-8	1013.8	0.9
07/01/2015 20:30	-4.0	95	7	-9	1013.9	0.7
07/01/2015 21:00	-4.0	96	7	-9	1014.2	0.6
07/01/2015 21:30	-4.2	96	7	-9	1014.4	0.8
07/01/2015 22:00	-4.1	97	7	-8	1014.5	0.7
07/01/2015 22:30	-4.4	97	7	-9	1014.6	0.6
07/01/2015 23:00	-4.8	96	7	-9	1014.6	0.6
07/01/2015 23:30	-4.8	97	7	-9	1014.5	0.4
08/01/2015 00:00	-5.5	96	7	-8	1014.8	0.3
08/01/2015 00:30	-5.9	95	7	-9	1014.9	0.7
08/01/2015 01:00	-5.7	96	7	-9	1014.8	0.6
08/01/2015 01:30	-5.7	96	7	-9	1014.8	0.5
08/01/2015 02:00	-5.9	95	7	-9	1015.0	0.4
08/01/2015 02:30	-6.1	95	7	-9	1015.1	0.3
08/01/2015 03:00	-6.2	95	7	-9	1015.1	0.6
08/01/2015 03:30	-5.9	96	7	-9	1014.9	0.6
08/01/2015 04:00	-6.0	96	7	-9	1014.6	0.3
08/01/2015 04:30	-6.1	96	7	-9	1014.5	0.8
08/01/2015 05:00	-6.0	96	6	-9	1014.4	0.5
08/01/2015 05:30	-5.7	96	6	-9	1014.3	0.5
08/01/2015 06:00	-5.6	96	6	-9	1014.3	0.4
08/01/2015 06:30	-5.3	96	6	-9	1014.3	0.6
08/01/2015 07:00	-5.2	96	6	-9	1014.4	0.5
08/01/2015 07:30	-5.0	97	6	-8	1014.4	0.8
08/01/2015 08:00	-5.1	97	6	-5	1014.7	0.7
08/01/2015 08:30	-5.1	97	4	12	1014.9	0.8
08/01/2015 09:00	-4.7	97	2	42	1015.1	0.5
08/01/2015 09:30	-4.3	97	4	38	1015.3	0.8
08/01/2015 10:00	-4.1	97	2	36	1015.4	1.3
08/01/2015 10:30	-3.6	97	1	96	1015.4	0.9
08/01/2015 11:00	-2.9	97	2	154	1015.5	0.6
08/01/2015 11:30	-2.4	96	4	206	1015.2	0.9
08/01/2015 12:00	-2.2	95	3	135	1014.9	0.9
08/01/2015 12:30	-1.5	91	1	219	1014.4	0.6
08/01/2015 13:00	-0.5	86	4	222	1014.1	0.8
08/01/2015 13:30	-0.4	87	1	184	1013.9	0.8
08/01/2015 14:00	0.0	87	1	111	1013.8	0.8
08/01/2015 14:30	0.1	86	2	81	1013.7	0.6
08/01/2015 15:00	0.0	87	4	55	1013.6	0.9
08/01/2015 15:30	0.0	86	4	31	1013.5	1.1
08/01/2015 16:00	0.0	87	6	26	1013.2	1.2
08/01/2015 16:30	-0.1	88	6	-3	1013.2	1.3
08/01/2015 17:00	-0.2	87	6	-9	1013.5	1.0
08/01/2015 17:30	0.0	86	6	-10	1013.5	1.0
08/01/2015 18:00	0.0	86	6	-10	1013.3	0.9
08/01/2015 18:30	0.0	88	6	-11	1013.1	0.7
08/01/2015 19:00	-0.1	88	6	-10	1012.9	0.5
08/01/2015 19:30	-0.5	90	7	-10	1012.6	0.6
08/01/2015 20:00	-1.1	94	7	-10	1012.4	0.5
08/01/2015 20:30	-1.3	94	7	-11	1012.2	0.9
08/01/2015 21:00	-1.4	95	7	-10	1012.0	0.5
08/01/2015 21:30	-1.6	95	7	-10	1011.9	0.4
08/01/2015 22:00	-1.5	96	7	-10	1011.9	0.3
08/01/2015 22:30	-1.4	96	7	-10	1011.6	0.3
08/01/2015 23:00	-1.5	96	7	-11	1011.4	0.5
08/01/2015 23:30	-1.6	97	7	-10	1011.3	0.6
09/01/2015 00:00	-1.2	98	6	-10	1011.2	0.7
09/01/2015 00:30	-1.1	97	6	-10	1011.0	0.3
09/01/2015 01:00	-1.1	97	6	-10	1010.8	0.8
09/01/2015 01:30	-0.8	96	6	-10	1010.7	0.9
09/01/2015 02:00	-0.7	95	6	-10	1010.8	0.7
09/01/2015 02:30	-0.7	95	6	-10	1011.1	0.9
09/01/2015 03:00	-0.5	95	6	-10	1011.1	0.5
09/01/2015 03:30	-0.7	96	7	-10	1011.0	1.7
09/01/2015 04:00	-0.1	96	7	-10	1011.0	1.6
09/01/2015 04:30	-1.2	97	7	-10	1011.2	0.7
09/01/2015 05:00	-0.5	98	7	-10	1011.3	1.0
09/01/2015 05:30	-0.9	98	7	-10	1011.5	0.9
09/01/2015 06:00	-1.1	99	7	-11	1011.5	2.1
09/01/2015 06:30	0.6	100	7	-10	1011.6	2.9
09/01/2015 07:00	2.1	98	7	-10	1011.5	2.7
09/01/2015 07:30	2.3	96	7	-11	1011.7	2.8
09/01/2015 08:00	2.9	94	6	-5	1011.8	3.5
09/01/2015 08:30	2.8	94	6	14	1012.1	3.2
09/01/2015 09:00	2.5	94	6	36	1012.3	3.1
09/01/2015 09:30	3.6	91	7	54	1012.1	3.0
09/01/2015 10:00	4.6	87	7	44	1011.9	3.0
09/01/2015 10:30	4.9	85	6	36	1011.6	3.2
09/01/2015 11:00	4.8	84	7	26	1011.4	2.7
09/01/2015 11:30	4.4	86	7	25	1010.7	2.4
09/01/2015 12:00	3.7	89	7	60	1010.5	2.4
09/01/2015 12:30	4.6	86	7	119	1009.9	2.2
09/01/2015 13:00	5.7	79	6	87	1009.3	2.7
09/01/2015 13:30	5.3	80	7	55	1008.1	2.9
09/01/2015 14:00	5.2	80	5	61	1007.7	3.5
09/01/2015 14:30	5.4	79	6	104	1006.7	3.1
09/01/2015 15:00	5.6	78	6	82	1006.4	2.4
09/01/2015 15:30	5.7	77	6	43	1006.5	2.5
09/01/2015 16:00	5.3	79	7	16	1005.8	2.6
09/01/2015 16:30	4.8	82	7	-3	1005.6	1.2
09/01/2015 17:00	4.6	83	7	-11	1005.5	1.2
09/01/2015 17:30	4.6	83	7	-11	1005.1	2.1
09/01/2015 18:00	4.2	85	7	-11	1004.4	2.2
09/01/2015 18:30	4.6	84	7	-10	1004.1	1.9
