	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> T 2m -> Povp. -> °C	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Rel. vl. 2m -> Povp. -> %	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Stab.atm. -> Stabilnost ->  PG	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Gl. son. sev. -> Povp. ->  W/m2	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Zr. tlak -> Povp. ->  mB	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Veter 10m -> Skal. ->  m/s
02/01/2016 03:00	-2.2	89	6	-10	1006.0	0.9
02/01/2016 03:30	-2.2	90	6	-10	1005.6	1.0
02/01/2016 04:00	-2.3	90	6	-10	1005.4	0.4
02/01/2016 04:30	-2.5	93	6	-10	1005.0	0.8
02/01/2016 05:00	-2.6	93	6	-9	1004.8	0.3
02/01/2016 05:30	-2.5	94	4	-10	1004.7	1.4
02/01/2016 06:00	-2.3	94	6	-10	1004.5	1.6
02/01/2016 06:30	-2.0	90	6	-10	1004.3	1.6
02/01/2016 07:00	-1.9	89	4	-10	1004.4	1.3
02/01/2016 07:30	-1.8	89	4	-9	1004.4	1.2
02/01/2016 08:00	-1.8	88	4	-7	1004.5	0.7
02/01/2016 08:30	-2.3	91	6	4	1004.6	0.9
02/01/2016 09:00	-2.6	94	2	15	1004.7	0.7
02/01/2016 09:30	-2.2	92	1	30	1004.5	0.4
02/01/2016 10:00	-1.9	91	1	42	1004.4	0.5
02/01/2016 10:30	-1.5	90	1	58	1004.2	0.6
02/01/2016 11:00	-1.3	89	1	58	1004.1	1.0
02/01/2016 11:30	-1.0	87	1	66	1003.8	0.7
02/01/2016 12:00	-0.8	86	2	46	1003.2	0.5
02/01/2016 12:30	-0.5	86	1	57	1002.8	0.6
02/01/2016 13:00	-0.4	85	2	32	1002.5	0.6
02/01/2016 13:30	-0.6	86	4	25	1002.2	1.0
02/01/2016 14:00	-0.4	85	2	24	1001.9	0.5
02/01/2016 14:30	-0.1	84	2	36	1001.6	0.8
02/01/2016 15:00	0.1	85	2	14	1001.4	1.7
02/01/2016 15:30	-0.1	91	4	2	1001.3	2.0
02/01/2016 16:00	-0.4	95	4	-5	1001.1	2.2
02/01/2016 16:30	-0.4	95	4	-10	1001.2	2.2
02/01/2016 17:00	-0.6	96	4	-9	1001.2	2.5
02/01/2016 17:30	-0.9	98	4	-10	1001.2	1.7
02/01/2016 18:00	-0.9	100	4	-10	1001.1	1.7
02/01/2016 18:30	-1.0	100	4	-10	1001.0	1.5
02/01/2016 19:00	-1.0	100	4	-10	1000.9	1.3
02/01/2016 19:30	-1.0	100	4	-10	1000.9	1.2
02/01/2016 20:00	-0.9	100	4	-10	1000.7	1.7
02/01/2016 20:30	-0.9	99	4	-10	1000.7	2.2
02/01/2016 21:00	-1.2	98	4	-11	1000.7	2.8
02/01/2016 21:30	-1.3	98	4	-10	1000.5	2.1
02/01/2016 22:00	-1.4	98	4	-10	1000.3	1.7
02/01/2016 22:30	-1.5	98	4	-10	1000.2	2.2
02/01/2016 23:00	-1.8	98	4	-10	1000.2	2.5
02/01/2016 23:30	-2.2	96	4	-10	1000.0	3.3
03/01/2016 00:00	-2.6	97	4	-10	999.9	3.0
03/01/2016 00:30	-2.8	98	4	-10	999.7	2.4
03/01/2016 01:00	-2.7	96	5	-10	999.6	2.4
03/01/2016 01:30	-2.8	95	5	-10	999.6	2.3
03/01/2016 02:00	-2.9	95	4	-9	999.5	1.5
03/01/2016 02:30	-3.1	96	4	-10	999.3	1.4
03/01/2016 03:00	-3.2	97	4	-10	999.1	1.5
03/01/2016 03:30	-3.4	96	4	-10	998.9	1.4
03/01/2016 04:00	-3.6	96	4	-10	998.9	1.0
03/01/2016 04:30	-3.8	95	6	-9	998.8	1.4
03/01/2016 05:00	-3.9	94	4	-10	998.7	2.1
03/01/2016 05:30	-4.1	94	4	-10	998.5	1.9
03/01/2016 06:00	-4.2	94	6	-9	998.4	1.6
03/01/2016 06:30	-4.3	94	6	-10	998.2	2.0
03/01/2016 07:00	-4.4	91	5	-10	998.2	2.7
03/01/2016 07:30	-4.6	94	4	-10	998.2	1.5
03/01/2016 08:00	-4.7	95	4	-9	998.5	1.6
03/01/2016 08:30	-4.7	95	4	-6	998.6	1.7
03/01/2016 09:00	-4.7	96	2	0	998.7	1.6
03/01/2016 09:30	-4.5	95	1	5	998.7	1.3
03/01/2016 10:00	-4.2	93	1	24	998.5	2.0
03/01/2016 10:30	-3.6	88	1	40	998.6	1.8
03/01/2016 11:00	-3.6	88	1	21	998.6	1.6
03/01/2016 11:30	-3.3	87	1	40	998.2	1.5
03/01/2016 12:00	-3.2	87	1	43	997.8	1.6
03/01/2016 12:30	-3.2	86	1	38	997.5	1.2
03/01/2016 13:00	-3.1	83	1	28	997.3	1.4
03/01/2016 13:30	-3.4	81	1	24	997.3	1.9
03/01/2016 14:00	-3.7	85	1	25	997.2	1.9
03/01/2016 14:30	-3.8	88	1	24	996.7	1.8
03/01/2016 15:00	-4.0	88	1	18	996.7	1.6
03/01/2016 15:30	-4.2	88	2	8	996.8	1.8
03/01/2016 16:00	-4.6	89	6	-1	996.7	1.5
03/01/2016 16:30	-4.8	90	6	-8	996.8	1.6
03/01/2016 17:00	-5.3	92	6	-10	996.8	1.2
03/01/2016 17:30	-5.4	92	6	-10	996.6	1.1
03/01/2016 18:00	-5.2	92	6	-9	996.8	1.0
03/01/2016 18:30	-5.2	91	6	-10	996.9	1.3
03/01/2016 19:00	-5.4	93	6	-10	996.4	1.5
03/01/2016 19:30	-5.5	93	6	-10	996.3	1.1
03/01/2016 20:00	-5.5	93	6	-10	996.2	1.3
03/01/2016 20:30	-5.6	93	6	-10	996.0	1.5
03/01/2016 21:00	-5.7	93	6	-9	995.8	1.5
03/01/2016 21:30	-5.7	93	6	-8	995.5	1.9
03/01/2016 22:00	-5.6	91	6	-9	995.4	1.0
03/01/2016 22:30	-5.6	90	6	-9	994.7	1.7
03/01/2016 23:00	-5.6	88	6	-9	994.3	1.8
03/01/2016 23:30	-5.6	87	6	-9	993.8	0.9
04/01/2016 00:00	-5.6	87	6	-8	993.3	0.8
04/01/2016 00:30	-5.6	85	6	-9	993.1	1.1
04/01/2016 01:00	-5.7	86	6	-9	992.3	0.9
04/01/2016 01:30	-5.7	85	6	-8	992.0	1.3
04/01/2016 02:00	-5.8	86	6	-8	991.9	1.1
04/01/2016 02:30	-5.9	87	6	-9	991.3	0.7
04/01/2016 03:00	-5.9	87	6	-8	990.8	0.8
04/01/2016 03:30	-6.0	89	6	-9	990.1	0.7
04/01/2016 04:00	-6.1	90	6	-9	989.3	1.2
04/01/2016 04:30	-6.3	91	5	-8	988.2	2.8
04/01/2016 05:00	-6.4	91	5	-9	987.7	2.8
04/01/2016 05:30	-6.4	92	4	-8	987.5	2.5
04/01/2016 06:00	-6.0	90	4	-9	987.1	1.9
04/01/2016 06:30	-6.2	93	4	-9	986.6	2.2
04/01/2016 07:00	-6.2	92	4	-9	986.0	1.3
04/01/2016 07:30	-6.0	90	4	-9	985.9	0.7
04/01/2016 08:00	-6.2	92	6	-8	985.8	0.9
04/01/2016 08:30	-6.5	94	3	-6	985.5	1.9
04/01/2016 09:00	-6.6	95	3	-4	985.3	2.7
04/01/2016 09:30	-6.9	94	3	-1	985.1	2.6
04/01/2016 10:00	-6.9	93	1	8	985.0	2.5
04/01/2016 10:30	-6.8	92	1	17	984.9	2.6
04/01/2016 11:00	-6.8	92	1	15	984.5	2.6
04/01/2016 11:30	-6.7	92	1	18	984.1	2.3
04/01/2016 12:00	-6.8	91	1	19	983.5	2.2
04/01/2016 12:30	-6.7	91	1	22	983.1	2.3
04/01/2016 13:00	-6.4	90	1	29	982.9	2.1
04/01/2016 13:30	-6.5	89	1	32	982.6	2.5
04/01/2016 14:00	-6.4	89	1	31	982.2	2.4
04/01/2016 14:30	-6.3	88	1	19	982.1	2.1
04/01/2016 15:00	-6.4	89	1	7	981.8	2.0
04/01/2016 15:30	-6.4	90	1	3	981.7	1.8
04/01/2016 16:00	-6.5	91	1	-3	981.5	1.7
04/01/2016 16:30	-6.6	93	2	-8	981.3	1.7
04/01/2016 17:00	-6.7	93	4	-9	981.3	1.7
04/01/2016 17:30	-6.8	93	5	-9	981.4	2.1
04/01/2016 18:00	-6.8	92	4	-9	981.4	2.5
04/01/2016 18:30	-6.8	92	5	-10	981.5	2.1
04/01/2016 19:00	-6.6	91	2	-9	981.8	1.8
04/01/2016 19:30	-6.5	91	3	-9	981.7	2.0
04/01/2016 20:00	-6.6	90	2	-9	982.0	2.0
04/01/2016 20:30	-6.5	90	3	-9	982.1	2.1
04/01/2016 21:00	-6.4	91	3	-8	982.1	2.4
04/01/2016 21:30	-6.4	90	2	-8	982.3	1.8
04/01/2016 22:00	-6.4	90	3	-8	982.5	1.8
04/01/2016 22:30	-6.4	91	4	-8	982.6	1.5
04/01/2016 23:00	-6.3	90	4	-9	982.7	1.0
04/01/2016 23:30	-6.3	91	4	-8	983.0	0.8
05/01/2016 00:00	-6.2	91	4	-9	983.2	0.9
05/01/2016 00:30	-6.3	90	4	-9	983.4	0.7
05/01/2016 01:00	-6.3	91	4	-9	983.5	0.5
05/01/2016 01:30	-6.3	92	4	-9	983.5	0.5
05/01/2016 02:00	-6.3	92	3	-9	983.7	0.6
05/01/2016 02:30	-6.2	93	3	-9	984.2	0.4
05/01/2016 03:00	-6.2	93	4	-9	984.3	0.4
05/01/2016 03:30	-6.3	95	4	-9	984.1	0.7
05/01/2016 04:00	-6.2	96	3	-9	983.7	0.6
05/01/2016 04:30	-6.2	96	3	-8	983.5	0.7
05/01/2016 05:00	-6.2	98	2	-9	983.6	0.7
05/01/2016 05:30	-6.2	98	3	-8	983.5	0.5
05/01/2016 06:00	-6.1	96	3	-9	983.6	0.8
05/01/2016 06:30	-6.0	96	2	-9	983.2	0.6
05/01/2016 07:00	-6.0	96	3	-8	983.3	0.8
05/01/2016 07:30	-6.0	98	2	-9	983.4	1.3
05/01/2016 08:00	-5.9	98	3	-8	983.8	1.1
05/01/2016 08:30	-5.8	98	2	-5	984.6	1.1
05/01/2016 09:00	-5.5	98	1	3	984.6	0.6
05/01/2016 09:30	-5.0	97	1	14	984.6	0.6
05/01/2016 10:00	-4.6	94	1	26	984.8	0.7
05/01/2016 10:30	-4.4	94	4	48	984.8	0.7
05/01/2016 11:00	-3.7	90	4	67	984.9	0.6
05/01/2016 11:30	-3.6	90	2	74	984.8	1.3
05/01/2016 12:00	-3.2	89	1	84	984.2	0.8
05/01/2016 12:30	-2.6	86	1	65	984.0	1.1
05/01/2016 13:00	-2.0	84	1	50	983.6	0.8
05/01/2016 13:30	-1.4	82	1	35	983.4	0.5
05/01/2016 14:00	-1.7	84	4	17	983.5	0.9
05/01/2016 14:30	-1.8	86	1	28	983.5	0.7
05/01/2016 15:00	-1.4	85	1	23	983.3	0.9
05/01/2016 15:30	-1.8	87	1	10	983.4	1.2
05/01/2016 16:00	-2.1	89	2	-5	983.9	1.4
05/01/2016 16:30	-2.3	90	2	-7	984.3	1.4
05/01/2016 17:00	-2.4	90	2	-9	984.5	1.3
05/01/2016 17:30	-2.3	90	2	-9	984.5	1.5
05/01/2016 18:00	-2.3	91	2	-9	984.7	1.7
05/01/2016 18:30	-2.2	92	1	-8	984.8	1.7
05/01/2016 19:00	-2.0	94	1	-8	984.9	2.0
05/01/2016 19:30	-1.9	95	1	-9	985.1	1.8
05/01/2016 20:00	-1.8	96	1	-9	985.2	1.8
05/01/2016 20:30	-1.7	94	2	-9	985.3	2.0
05/01/2016 21:00	-1.6	93	2	-8	985.4	1.2
05/01/2016 21:30	-1.3	95	2	-8	985.2	1.2
05/01/2016 22:00	-1.4	97	2	-9	985.4	1.1
05/01/2016 22:30	-1.3	98	1	-8	985.4	1.2
05/01/2016 23:00	-1.1	98	2	-10	985.3	1.5
05/01/2016 23:30	-1.0	97	2	-8	985.5	1.3
06/01/2016 00:00	-1.1	98	1	-8	985.5	1.9
06/01/2016 00:30	-1.0	99	2	-9	985.3	1.9
06/01/2016 01:00	-0.9	99	2	-9	985.2	1.2
06/01/2016 01:30	-0.8	98	2	-9	985.3	1.0
06/01/2016 02:00	-0.8	99	2	-9	985.0	1.3
06/01/2016 02:30	-0.8	100	1	-9	985.3	0.6
06/01/2016 03:00	-0.7	99	3	-10	985.9	0.5
06/01/2016 03:30	-0.7	100	3	-9	985.7	0.7
06/01/2016 04:00	-0.7	100	3	-9	985.6	1.0
06/01/2016 04:30	-0.7	100	4	-9	985.3	1.2
06/01/2016 05:00	-0.6	100	4	-9	985.4	0.9
06/01/2016 05:30	-0.6	99	4	-8	985.6	0.8
06/01/2016 06:00	-0.6	99	4	-9	985.8	1.1
06/01/2016 06:30	-0.6	100	2	-9	985.6	1.5
06/01/2016 07:00	-0.7	100	3	-10	985.3	2.5
06/01/2016 07:30	-0.8	100	3	-8	985.6	1.6
06/01/2016 08:00	-0.9	100	3	-9	985.6	1.4
06/01/2016 08:30	-0.9	99	2	-3	985.7	1.6
06/01/2016 09:00	-0.9	99	2	-1	985.6	1.4
06/01/2016 09:30	-0.8	98	1	8	985.2	1.9
06/01/2016 10:00	-0.7	98	1	7	985.2	1.9
06/01/2016 10:30	-0.7	97	3	9	985.6	2.4
06/01/2016 11:00	-0.6	97	1	9	985.7	1.5
06/01/2016 11:30	-0.6	97	1	14	985.3	1.5
06/01/2016 12:00	-0.6	97	1	18	984.7	1.4
06/01/2016 12:30	-0.5	98	1	22	984.1	1.6
06/01/2016 13:00	-0.5	97	1	8	983.6	1.4
06/01/2016 13:30	-0.5	98	1	3	983.2	1.1
06/01/2016 14:00	-0.6	98	1	5	982.8	1.2
06/01/2016 14:30	-0.7	97	2	-1	983.0	1.3
06/01/2016 15:00	-0.9	98	2	-3	983.1	1.6
06/01/2016 15:30	-1.0	99	1	-5	983.2	1.3
06/01/2016 16:00	-1.0	100	1	-8	983.1	1.1
06/01/2016 16:30	-1.1	100	3	-10	983.0	1.2
06/01/2016 17:00	-1.1	100	3	-10	982.9	0.8
06/01/2016 17:30	-1.2	100	4	-8	982.8	1.1
06/01/2016 18:00	-1.2	100	4	-8	983.0	1.2
06/01/2016 18:30	-1.2	100	4	-9	983.0	0.8
06/01/2016 19:00	-1.2	100	4	-8	983.2	0.8
06/01/2016 19:30	-1.2	100	6	-8	983.2	1.4
06/01/2016 20:00	-1.1	100	4	-8	983.2	0.7
06/01/2016 20:30	-1.1	100	4	-9	983.1	0.9
06/01/2016 21:00	-1.2	100	4	-8	982.8	0.9
06/01/2016 21:30	-1.2	100	4	-9	982.9	1.2
06/01/2016 22:00	-1.1	100	4	-9	982.9	1.3
06/01/2016 22:30	-1.0	99	4	-9	983.0	1.3
06/01/2016 23:00	-0.9	99	4	-9	983.0	1.3
06/01/2016 23:30	-0.8	98	4	-10	983.0	1.1
07/01/2016 00:00	-0.7	98	4	-9	983.1	1.2
07/01/2016 00:30	-0.6	98	6	-9	983.1	1.4
07/01/2016 01:00	-0.9	98	6	-10	983.0	0.9
07/01/2016 01:30	-1.3	99	7	-9	983.1	1.3
07/01/2016 02:00	-1.9	100	7	-9	983.4	1.3
07/01/2016 02:30	-2.6	100	7	-9	983.6	1.3
07/01/2016 03:00	-3.5	100	7	-9	983.9	1.9
07/01/2016 03:30	-3.6	100	7	-8	983.9	2.0
07/01/2016 04:00	-4.5	100	7	-8	983.9	1.7
07/01/2016 04:30	-4.2	100	7	-8	984.3	2.4
07/01/2016 05:00	-3.1	100	7	-8	984.5	2.1
07/01/2016 05:30	-3.5	100	7	-10	984.6	2.2
07/01/2016 06:00	-3.7	100	7	-9	985.0	2.0
07/01/2016 06:30	-4.2	100	7	-8	985.0	1.6
07/01/2016 07:00	-3.5	100	7	-10	985.2	1.8
07/01/2016 07:30	-3.9	99	7	-8	985.3	2.6
07/01/2016 08:00	-4.1	100	5	-7	985.6	2.3
07/01/2016 08:30	-4.0	100	5	-4	985.9	2.7
07/01/2016 09:00	-3.4	100	6	2	986.2	2.1
07/01/2016 09:30	-2.9	100	3	12	986.6	2.8
07/01/2016 10:00	-2.5	99	3	18	986.7	2.1
07/01/2016 10:30	-1.8	99	1	23	986.7	2.9
07/01/2016 11:00	-1.4	98	1	28	986.6	2.4
07/01/2016 11:30	-0.9	96	1	30	986.4	2.5
07/01/2016 12:00	-0.7	96	1	46	986.2	2.5
07/01/2016 12:30	-0.5	96	2	48	986.0	2.8
07/01/2016 13:00	-0.3	96	1	39	985.5	2.5
07/01/2016 13:30	0.0	96	1	26	985.2	1.9
07/01/2016 14:00	-0.2	98	2	17	985.2	2.4
07/01/2016 14:30	-0.1	99	1	12	985.2	2.0
07/01/2016 15:00	-0.2	100	2	5	984.7	1.4
07/01/2016 15:30	-0.3	100	4	-1	984.3	1.2
07/01/2016 16:00	-0.6	100	4	-6	984.4	1.5
07/01/2016 16:30	-0.7	100	4	-8	984.5	1.7
07/01/2016 17:00	-0.7	100	4	-9	984.8	1.5
07/01/2016 17:30	-0.7	100	4	-9	985.1	1.4
07/01/2016 18:00	-0.8	100	4	-9	985.4	1.8
07/01/2016 18:30	-0.7	100	4	-10	985.5	1.6
07/01/2016 19:00	-0.6	100	4	-10	985.5	1.8
07/01/2016 19:30	-0.8	100	4	-10	985.5	2.0
07/01/2016 20:00	-1.0	100	4	-10	985.3	1.8
07/01/2016 20:30	-0.9	100	4	-10	984.8	1.5
07/01/2016 21:00	-0.9	100	4	-10	984.7	1.6
07/01/2016 21:30	-0.9	100	4	-10	984.7	0.9
07/01/2016 22:00	-1.0	100	6	-10	984.8	0.5
07/01/2016 22:30	-1.0	100	4	-10	985.0	1.0
07/01/2016 23:00	-1.0	100	4	-10	985.5	1.4
07/01/2016 23:30	-1.3	100	4	-10	985.8	1.2
08/01/2016 00:00	-1.4	100	6	-10	985.8	1.1
08/01/2016 00:30	-2.2	100	7	-10	985.7	0.8
08/01/2016 01:00	-3.2	100	7	-10	985.6	1.6
08/01/2016 01:30	-3.5	100	7	-10	985.6	2.2
08/01/2016 02:00	-3.7	100	7	-10	986.1	2.5
08/01/2016 02:30	-3.5	100	7	-10	986.6	2.5
08/01/2016 03:00	-3.0	100	7	-10	987.0	2.1
08/01/2016 03:30	-3.0	100	7	-10	987.3	2.3
08/01/2016 04:00	-2.8	100	7	-10	987.4	3.0
08/01/2016 04:30	-2.5	100	7	-9	987.9	2.2
08/01/2016 05:00	-3.0	100	7	-10	988.0	1.9
08/01/2016 05:30	-3.4	100	7	-9	988.2	0.7
08/01/2016 06:00	-4.7	99	7	-10	988.4	0.8
08/01/2016 06:30	-4.5	100	7	-10	988.6	1.3
08/01/2016 07:00	-5.3	99	7	-8	989.7	0.8
08/01/2016 07:30	-5.6	99	7	-9	990.3	1.0
08/01/2016 08:00	-5.1	99	7	-8	990.8	1.2
08/01/2016 08:30	-4.4	100	7	-2	991.2	0.9
08/01/2016 09:00	-3.7	100	6	1	991.8	0.6
08/01/2016 09:30	-3.2	100	6	10	992.3	0.6
08/01/2016 10:00	-2.7	100	1	7	992.8	0.8
08/01/2016 10:30	-2.3	100	2	8	993.0	0.6
08/01/2016 11:00	-1.5	100	1	17	992.8	0.7
08/01/2016 11:30	-1.1	100	4	17	992.6	1.1
08/01/2016 12:00	-0.9	100	3	24	992.8	1.3
08/01/2016 12:30	-0.4	100	2	25	992.7	0.9
08/01/2016 13:00	0.1	100	1	12	992.3	0.8
08/01/2016 13:30	0.5	100	1	18	992.4	0.6
08/01/2016 14:00	0.7	99	2	9	992.3	0.7
08/01/2016 14:30	0.8	100	1	12	992.5	0.7
08/01/2016 15:00	0.5	100	4	2	992.6	1.1
08/01/2016 15:30	0.3	100	2	0	992.6	0.8
08/01/2016 16:00	0.4	100	3	4	992.4	1.0
08/01/2016 16:30	0.3	100	4	-7	992.2	1.3
08/01/2016 17:00	0.5	100	6	-9	992.2	0.9
08/01/2016 17:30	0.4	100	6	-10	992.7	1.9
08/01/2016 18:00	0.3	100	6	-9	992.6	1.3
08/01/2016 18:30	0.4	100	6	-10	992.6	0.6
08/01/2016 19:00	0.4	100	6	-10	992.4	0.7
08/01/2016 19:30	0.3	100	6	-10	992.2	0.8
08/01/2016 20:00	0.3	100	6	-9	992.3	0.8
08/01/2016 20:30	0.3	100	6	-9	992.5	0.6
08/01/2016 21:00	0.3	100	6	-9	992.4	0.8
08/01/2016 21:30	0.4	100	6	-10	992.2	1.0
08/01/2016 22:00	0.4	100	6	-9	992.0	0.7
08/01/2016 22:30	0.5	100	6	-9	991.7	0.4
08/01/2016 23:00	0.4	100	6	-9	991.4	0.5
08/01/2016 23:30	0.4	100	6	-9	991.3	1.0
09/01/2016 00:00	0.3	100	6	-9	991.1	0.8
09/01/2016 00:30	0.3	100	6	-10	991.3	1.1
09/01/2016 01:00	0.4	100	6	-10	990.9	0.8
09/01/2016 01:30	0.4	100	6	-10	990.7	0.4
09/01/2016 02:00	0.4	100	6	-10	990.7	0.7
09/01/2016 02:30	0.4	100	6	-9	990.6	0.9
09/01/2016 03:00	0.7	100	6	-10	990.5	1.6
09/01/2016 03:30	0.5	100	6	-9	990.1	1.5
09/01/2016 04:00	0.5	100	6	-9	989.7	1.0
09/01/2016 04:30	0.6	100	6	-9	989.7	1.2
09/01/2016 05:00	0.7	100	6	-9	989.5	0.9
09/01/2016 05:30	0.7	100	6	-10	989.3	1.3
09/01/2016 06:00	0.6	100	6	-9	989.3	1.3
09/01/2016 06:30	0.7	100	6	-10	989.3	1.9
09/01/2016 07:00	1.0	100	6	-10	989.4	1.8
09/01/2016 07:30	1.1	100	6	-9	989.3	1.6
09/01/2016 08:00	0.9	100	7	-4	989.3	1.6
09/01/2016 08:30	1.2	100	6	20	989.3	1.7
09/01/2016 09:00	1.6	100	6	40	989.4	0.5
09/01/2016 09:30	2.0	99	6	91	989.4	0.7
09/01/2016 10:00	2.8	95	1	146	989.4	0.7
09/01/2016 10:30	2.9	94	1	114	989.6	0.9
09/01/2016 11:00	2.7	94	1	102	989.5	0.8
09/01/2016 11:30	3.2	92	1	160	989.3	1.0
09/01/2016 12:00	3.6	90	1	214	989.1	1.3
09/01/2016 12:30	3.3	93	1	99	988.8	1.2
09/01/2016 13:00	3.6	91	1	102	988.6	1.0
09/01/2016 13:30	3.7	92	1	75	988.4	0.4
09/01/2016 14:00	4.2	90	4	120	988.2	0.4
09/01/2016 14:30	4.6	87	1	125	988.2	0.6
09/01/2016 15:00	3.8	92	4	40	988.2	1.0
09/01/2016 15:30	3.5	94	6	15	988.2	1.4
09/01/2016 16:00	3.2	96	6	6	988.2	1.0
09/01/2016 16:30	2.8	99	6	-7	988.0	0.6
09/01/2016 17:00	2.4	100	7	-9	987.9	0.7
09/01/2016 17:30	2.3	100	7	-9	987.8	0.8
09/01/2016 18:00	2.0	100	7	-10	987.7	0.9
09/01/2016 18:30	1.9	100	7	-9	987.7	0.9
09/01/2016 19:00	2.1	100	6	-10	987.8	1.0
09/01/2016 19:30	2.1	100	6	-10	987.9	1.0
09/01/2016 20:00	1.9	100	7	-10	987.7	0.6
09/01/2016 20:30	1.7	100	7	-10	987.5	0.9
09/01/2016 21:00	1.7	100	6	-9	987.4	1.0
09/01/2016 21:30	1.7	100	6	-9	987.1	0.9
