	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> T 2m -> Povp. -> °C	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Rel. vl. 2m -> Povp. -> %	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Stab.atm. -> Stabilnost ->  PG	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Gl. son. sev. -> Povp. ->  W/m2	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Zr. tlak -> Povp. ->  mB	mEIS -> Meritve -> Slovenija -> NEK (Gamma-meteo) -> Stolp -> 1/2-urni -> Veter 10m -> Skal. ->  m/s
04/01/2013 12:00	5.9	68	4	102	1009.4	0.1
04/01/2013 12:30	6.6	65	4	105	1009.2	1.2
04/01/2013 13:00	6.8	64	4	94	1008.9	0.8
04/01/2013 13:30	7.1	62	4	78	1008.7	0.2
04/01/2013 14:00	7.3	62	4	97	1008.4	1.1
04/01/2013 14:30	7.6	60	2	110	1008.0	0.6
04/01/2013 15:00	7.9	58	2	105	1007.8	0.3
04/01/2013 15:30	7.8	58	4	82	1007.7	0.5
04/01/2013 16:00	7.3	61	4	43	1007.5	0.6
04/01/2013 16:30	6.5	65	6	7	1007.3	1.1
04/01/2013 17:00	5.7	70	6	0	1007.2	1.2
04/01/2013 17:30	4.7	77	6	0	1007.2	0.4
04/01/2013 18:00	4.6	83	6	0	1007.0	1.3
04/01/2013 18:30	4.8	84	6	0	1006.8	0.4
04/01/2013 19:00	3.9	86	7	0	1006.7	0.4
04/01/2013 19:30	3.8	88	7	0	1006.3	0.5
04/01/2013 20:00	3.6	90	7	0	1006.1	0.1
04/01/2013 20:30	2.8	94	7	0	1005.8	0.0
04/01/2013 21:00	3.2	94	6	0	1005.5	0.0
04/01/2013 21:30	3.3	94	6	0	1005.3	0.3
04/01/2013 22:00	3.9	93	6	0	1004.9	0.7
04/01/2013 22:30	4.1	93	6	0	1004.7	0.6
04/01/2013 23:00	4.0	92	6	0	1004.4	0.4
04/01/2013 23:30	4.0	92	6	0	1004.0	0.7
05/01/2013 00:00	4.1	91	6	0	1003.8	0.7
05/01/2013 00:30	3.9	93	6	0	1003.4	1.0
05/01/2013 01:00	3.9	92	6	0	1002.9	0.9
05/01/2013 01:30	4.2	91	6	0	1002.3	0.9
05/01/2013 02:00	4.4	90	6	0	1002.2	0.7
05/01/2013 02:30	3.9	92	6	0	1002.2	1.1
05/01/2013 03:00	4.1	92	6	0	1002.1	0.7
05/01/2013 03:30	4.4	91	6	0	1001.9	0.6
05/01/2013 04:00	4.1	91	6	0	1001.5	1.1
05/01/2013 04:30	4.5	89	6	0	1001.2	1.2
05/01/2013 05:00	4.7	87	6	0	1000.9	1.7
05/01/2013 05:30	4.8	85	6	0	1000.8	1.0
05/01/2013 06:00	4.5	86	6	0	1000.8	0.3
05/01/2013 06:30	4.2	88	4	0	1000.8	0.1
05/01/2013 07:00	3.5	92	6	0	1000.5	0.8
05/01/2013 07:30	3.3	94	6	0	1000.6	0.6
05/01/2013 08:00	2.9	95	6	6	1000.7	0.5
05/01/2013 08:30	2.8	95	6	19	1000.7	1.2
05/01/2013 09:00	3.8	90	6	40	1000.7	1.0
05/01/2013 09:30	4.7	85	6	191	1000.8	1.4
05/01/2013 10:00	6.0	71	4	188	1000.8	0.3
05/01/2013 10:30	6.6	68	2	213	1001.0	0.4
05/01/2013 11:00	7.0	67	4	180	1000.9	0.4
05/01/2013 11:30	7.6	63	4	212	1000.7	0.3
05/01/2013 12:00	8.8	58	1	347	1000.4	0.6
05/01/2013 12:30	9.7	56	2	379	1000.0	1.3
05/01/2013 13:00	10.8	52	1	344	999.7	1.8
05/01/2013 13:30	11.8	48	2	278	999.5	2.1
05/01/2013 14:00	12.2	49	3	206	999.5	1.8
05/01/2013 14:30	12.7	49	2	194	999.6	1.9
05/01/2013 15:00	12.5	50	3	142	999.7	1.3
05/01/2013 15:30	12.7	50	2	145	999.9	1.0
05/01/2013 16:00	12.3	48	6	49	1000.0	0.5
05/01/2013 16:30	10.9	54	6	12	1000.3	1.4
05/01/2013 17:00	9.8	60	5	0	1000.6	2.2
05/01/2013 17:30	9.0	71	6	0	1001.0	1.2
05/01/2013 18:00	8.8	78	6	0	1001.4	0.6
05/01/2013 18:30	8.2	81	6	0	1001.7	0.9
05/01/2013 19:00	7.6	84	6	0	1001.9	0.6
05/01/2013 19:30	7.6	80	6	0	1002.4	1.6
05/01/2013 20:00	7.9	77	6	0	1002.8	1.3
05/01/2013 20:30	7.9	75	6	0	1003.0	0.9
05/01/2013 21:00	8.4	71	6	0	1003.3	0.7
05/01/2013 21:30	7.8	70	6	0	1003.6	1.1
05/01/2013 22:00	6.3	78	6	0	1003.8	0.5
05/01/2013 22:30	6.8	78	6	0	1003.8	1.4
05/01/2013 23:00	7.3	73	6	0	1004.0	1.2
05/01/2013 23:30	7.3	71	6	0	1004.0	0.8
06/01/2013 00:00	6.3	77	6	0	1004.1	0.5
06/01/2013 00:30	5.4	82	6	0	1004.0	0.2
06/01/2013 01:00	5.1	87	6	0	1003.9	0.6
06/01/2013 01:30	4.8	89	7	0	1004.0	0.7
06/01/2013 02:00	4.8	90	6	0	1004.3	0.5
06/01/2013 02:30	4.5	91	6	0	1004.3	0.5
06/01/2013 03:00	4.6	92	6	0	1004.4	0.4
06/01/2013 03:30	4.5	92	6	0	1004.4	0.2
06/01/2013 04:00	4.3	93	6	0	1004.4	0.3
06/01/2013 04:30	4.4	93	6	0	1004.4	0.2
06/01/2013 05:00	4.4	93	6	0	1004.4	0.6
06/01/2013 05:30	4.0	93	6	0	1004.4	0.3
06/01/2013 06:00	3.8	94	6	0	1004.5	0.3
06/01/2013 06:30	3.6	95	6	0	1004.5	0.3
06/01/2013 07:00	2.9	97	7	0	1004.6	0.7
06/01/2013 07:30	2.4	98	6	0	1004.9	0.9
06/01/2013 08:00	2.3	98	6	2	1005.0	0.2
06/01/2013 08:30	2.2	98	6	18	1004.9	0.2
06/01/2013 09:00	2.7	98	6	51	1004.8	0.0
06/01/2013 09:30	3.5	96	6	60	1004.9	0.0
06/01/2013 10:00	4.0	93	6	71	1005.0	0.4
06/01/2013 10:30	4.2	91	4	102	1005.2	0.1
06/01/2013 11:00	5.1	87	2	97	1005.2	0.8
06/01/2013 11:30	6.0	85	1	138	1004.7	2.2
06/01/2013 12:00	6.1	84	1	151	1004.2	2.5
06/01/2013 12:30	6.3	83	1	174	1003.5	2.7
06/01/2013 13:00	6.6	82	1	269	1002.8	3.0
06/01/2013 13:30	7.4	74	2	428	1002.2	3.1
06/01/2013 14:00	7.5	70	1	318	1001.7	2.9
06/01/2013 14:30	6.9	74	1	117	1001.3	2.9
06/01/2013 15:00	6.8	75	1	99	1000.9	2.4
06/01/2013 15:30	7.2	71	1	151	1000.4	2.3
06/01/2013 16:00	6.5	73	2	54	1000.2	2.2
06/01/2013 16:30	5.4	80	4	7	999.8	2.3
06/01/2013 17:00	4.8	84	4	0	999.4	2.2
06/01/2013 17:30	4.3	87	4	0	999.2	2.1
06/01/2013 18:00	4.2	88	5	0	999.4	2.1
06/01/2013 18:30	4.6	88	4	0	999.9	1.9
06/01/2013 19:00	4.5	88	4	0	1000.0	1.5
06/01/2013 19:30	3.9	91	6	0	999.9	1.0
06/01/2013 20:00	3.2	94	6	0	999.7	1.2
06/01/2013 20:30	3.4	95	6	0	1000.3	1.2
06/01/2013 21:00	3.4	95	6	0	1000.3	0.9
06/01/2013 21:30	2.9	96	6	0	1000.1	0.6
06/01/2013 22:00	2.2	98	6	0	1000.3	0.6
06/01/2013 22:30	1.5	99	6	0	1000.4	0.9
06/01/2013 23:00	1.3	99	6	0	1000.4	1.0
06/01/2013 23:30	1.1	99	6	0	1000.4	1.1
07/01/2013 00:00	1.7	99	6	0	1000.3	0.9
07/01/2013 00:30	1.1	99	6	0	1000.4	0.9
07/01/2013 01:00	0.7	99	6	0	1000.3	0.5
07/01/2013 01:30	0.2	99	6	0	1000.2	0.5
07/01/2013 02:00	0.4	99	6	0	1000.2	0.2
07/01/2013 02:30	0.7	99	6	0	1000.4	0.5
07/01/2013 03:00	0.6	99	6	0	1000.6	1.0
07/01/2013 03:30	0.3	99	6	0	1000.6	0.9
07/01/2013 04:00	0.5	99	6	0	1000.7	0.6
07/01/2013 04:30	0.6	99	6	0	1000.6	0.8
07/01/2013 05:00	1.3	99	6	0	1000.6	1.4
07/01/2013 05:30	0.8	99	6	0	1000.7	0.7
07/01/2013 06:00	1.2	99	6	0	1001.2	1.6
07/01/2013 06:30	1.7	99	6	0	1001.6	1.4
07/01/2013 07:00	1.4	99	6	0	1002.0	0.8
07/01/2013 07:30	2.1	99	6	0	1002.5	0.8
07/01/2013 08:00	3.0	99	4	0	1003.1	0.6
07/01/2013 08:30	3.4	98	4	7	1003.6	0.8
07/01/2013 09:00	3.7	97	4	14	1004.1	0.5
07/01/2013 09:30	3.9	93	4	11	1004.8	2.4
07/01/2013 10:00	3.2	88	2	28	1005.6	3.6
07/01/2013 10:30	3.2	88	2	42	1006.3	2.4
07/01/2013 11:00	3.4	81	2	59	1006.7	2.8
07/01/2013 11:30	3.1	79	2	70	1007.2	2.5
07/01/2013 12:00	2.9	81	1	62	1007.3	2.2
07/01/2013 12:30	2.4	85	1	54	1007.3	2.3
07/01/2013 13:00	1.6	88	1	28	1007.3	2.2
07/01/2013 13:30	1.4	91	2	28	1007.3	2.1
07/01/2013 14:00	1.4	92	2	31	1007.5	1.9
07/01/2013 14:30	1.3	88	2	35	1007.7	2.5
07/01/2013 15:00	1.1	83	2	27	1008.0	2.1
07/01/2013 15:30	1.0	81	2	15	1008.2	1.4
07/01/2013 16:00	1.1	80	2	10	1008.1	0.4
07/01/2013 16:30	1.1	78	2	2	1008.2	0.2
07/01/2013 17:00	0.9	80	2	0	1008.3	0.2
07/01/2013 17:30	0.9	83	3	0	1008.6	0.6
07/01/2013 18:00	0.9	83	3	0	1008.8	0.6
07/01/2013 18:30	0.9	83	3	0	1008.9	0.6
07/01/2013 19:00	1.1	80	4	0	1009.1	1.0
07/01/2013 19:30	1.0	81	4	0	1009.3	0.7
07/01/2013 20:00	0.9	84	4	0	1009.6	1.0
07/01/2013 20:30	0.9	86	4	0	1009.8	0.1
07/01/2013 21:00	0.9	86	2	0	1009.9	0.1
07/01/2013 21:30	0.8	86	3	0	1009.8	0.0
07/01/2013 22:00	0.7	88	4	0	1009.7	0.2
07/01/2013 22:30	0.8	90	4	0	1009.8	0.5
07/01/2013 23:00	0.9	90	4	0	1010.0	0.0
07/01/2013 23:30	0.9	90	6	0	1010.1	0.1
08/01/2013 00:00	0.9	92	6	0	1010.1	0.2
08/01/2013 00:30	0.9	92	4	0	1010.0	0.1
08/01/2013 01:00	0.6	93	4	0	1009.8	0.2
08/01/2013 01:30	0.3	96	6	0	1009.6	0.5
08/01/2013 02:00	0.3	96	6	0	1010.0	0.8
08/01/2013 02:30	0.5	95	4	0	1009.8	0.7
08/01/2013 03:00	0.3	93	4	0	1009.7	0.6
08/01/2013 03:30	0.2	93	4	0	1009.5	0.2
08/01/2013 04:00	-0.1	94	6	0	1009.2	0.0
08/01/2013 04:30	-0.3	95	6	0	1008.8	0.1
08/01/2013 05:00	-0.3	97	6	0	1008.7	0.4
08/01/2013 05:30	-0.5	97	6	0	1008.4	0.2
08/01/2013 06:00	-0.6	97	6	0	1008.5	0.8
08/01/2013 06:30	-0.5	97	6	0	1008.6	0.1
08/01/2013 07:00	-0.6	97	4	0	1008.5	0.2
08/01/2013 07:30	-0.6	97	6	0	1008.5	0.1
08/01/2013 08:00	-0.5	97	4	2	1008.5	0.1
08/01/2013 08:30	-0.3	97	4	22	1008.6	0.6
08/01/2013 09:00	0.0	96	3	66	1008.6	1.0
08/01/2013 09:30	0.5	89	4	148	1008.7	0.1
08/01/2013 10:00	1.3	79	3	148	1008.6	0.5
08/01/2013 10:30	1.6	78	2	116	1008.8	0.3
08/01/2013 11:00	1.8	77	2	114	1008.7	0.8
08/01/2013 11:30	1.9	79	2	75	1008.5	0.7
08/01/2013 12:00	2.0	77	2	88	1008.2	0.2
08/01/2013 12:30	2.5	69	3	95	1008.0	0.0
08/01/2013 13:00	2.5	67	2	42	1007.8	0.5
08/01/2013 13:30	2.4	69	1	72	1007.4	0.9
08/01/2013 14:00	2.0	71	2	63	1007.0	1.2
08/01/2013 14:30	1.9	74	2	66	1006.6	1.3
08/01/2013 15:00	2.0	74	2	58	1006.2	1.2
08/01/2013 15:30	2.0	79	2	44	1006.0	1.3
08/01/2013 16:00	2.0	83	2	18	1006.0	1.2
08/01/2013 16:30	1.8	86	2	3	1005.8	1.1
08/01/2013 17:00	1.6	88	2	0	1005.8	0.9
08/01/2013 17:30	1.6	88	2	0	1005.8	0.6
08/01/2013 18:00	1.5	89	2	0	1005.7	0.9
08/01/2013 18:30	1.6	90	2	0	1006.1	0.8
08/01/2013 19:00	1.5	90	2	0	1005.9	0.7
08/01/2013 19:30	1.4	90	2	0	1005.4	0.5
08/01/2013 20:00	1.1	92	4	0	1005.1	0.4
08/01/2013 20:30	1.2	93	4	0	1005.0	0.8
08/01/2013 21:00	1.2	93	4	0	1004.8	0.9
08/01/2013 21:30	1.1	94	4	0	1004.9	0.1
08/01/2013 22:00	1.0	95	4	0	1004.7	0.3
08/01/2013 22:30	1.1	95	3	0	1004.6	0.1
08/01/2013 23:00	1.0	95	3	0	1004.5	0.0
08/01/2013 23:30	1.1	95	4	0	1004.4	0.1
09/01/2013 00:00	1.0	95	4	0	1004.3	0.8
09/01/2013 00:30	1.1	95	4	0	1004.2	0.9
09/01/2013 01:00	1.2	95	4	0	1004.2	0.7
09/01/2013 01:30	1.3	95	3	0	1004.0	0.7
09/01/2013 02:00	1.3	94	2	0	1003.9	0.8
09/01/2013 02:30	1.4	93	2	0	1003.9	0.7
09/01/2013 03:00	1.4	92	2	0	1003.8	0.7
09/01/2013 03:30	1.3	92	2	0	1003.7	0.9
09/01/2013 04:00	1.3	93	2	0	1003.7	0.9
09/01/2013 04:30	1.3	93	2	0	1003.5	0.8
09/01/2013 05:00	1.3	93	2	0	1003.3	0.5
09/01/2013 05:30	1.3	93	2	0	1003.4	0.5
09/01/2013 06:00	1.3	93	3	0	1003.5	0.5
09/01/2013 06:30	1.2	93	3	0	1003.7	1.0
09/01/2013 07:00	1.1	93	4	0	1003.9	1.0
09/01/2013 07:30	1.0	93	4	0	1003.9	0.8
09/01/2013 08:00	1.0	93	4	6	1004.1	0.7
09/01/2013 08:30	0.7	93	6	31	1004.4	0.1
09/01/2013 09:00	0.9	93	6	52	1004.5	0.0
09/01/2013 09:30	1.9	87	4	145	1004.4	0.4
09/01/2013 10:00	2.4	77	6	210	1004.5	0.3
09/01/2013 10:30	2.9	75	4	279	1004.6	1.2
09/01/2013 11:00	3.5	74	3	311	1004.4	1.3
09/01/2013 11:30	4.1	73	2	286	1004.1	1.4
09/01/2013 12:00	5.3	68	2	316	1003.7	1.3
09/01/2013 12:30	6.1	62	2	309	1003.2	1.7
09/01/2013 13:00	6.5	55	2	275	1002.9	1.2
09/01/2013 13:30	6.8	54	2	212	1002.7	1.1
09/01/2013 14:00	7.0	54	2	162	1002.5	0.8
09/01/2013 14:30	7.1	55	1	113	1002.4	0.7
09/01/2013 15:00	6.9	58	2	95	1002.3	1.6
09/01/2013 15:30	6.6	61	2	63	1002.1	1.5
09/01/2013 16:00	6.4	63	2	40	1002.0	1.0
09/01/2013 16:30	6.3	64	3	14	1001.9	0.6
09/01/2013 17:00	5.9	66	4	0	1001.7	0.6
09/01/2013 17:30	5.2	72	6	0	1001.5	0.3
09/01/2013 18:00	5.0	74	6	0	1001.4	0.7
09/01/2013 18:30	4.5	77	6	0	1001.2	0.6
09/01/2013 19:00	4.3	81	6	0	1001.1	0.8
09/01/2013 19:30	4.1	83	6	0	1000.9	0.6
09/01/2013 20:00	3.0	89	6	0	1000.8	0.3
09/01/2013 20:30	1.6	94	7	0	1000.5	0.8
09/01/2013 21:00	1.4	97	6	0	1000.2	0.1
09/01/2013 21:30	1.2	98	6	0	999.9	0.2
09/01/2013 22:00	0.3	99	7	0	999.6	0.4
09/01/2013 22:30	0.2	99	6	0	999.3	0.3
09/01/2013 23:00	0.5	99	6	0	998.9	0.0
09/01/2013 23:30	0.7	99	6	0	998.4	0.3
10/01/2013 00:00	1.0	99	6	0	997.8	0.0
10/01/2013 00:30	1.0	99	6	0	997.2	0.0
10/01/2013 01:00	1.3	99	6	0	996.7	0.0
10/01/2013 01:30	1.6	99	6	0	996.3	0.0
10/01/2013 02:00	1.8	98	6	0	996.0	0.0
10/01/2013 02:30	2.0	98	6	0	995.6	0.1
10/01/2013 03:00	1.9	98	6	0	995.1	0.2
