-1.910426537069042752e+00	3.128271705761976381e-03	-1.936348487501820870e+00
-1.930924968909152994e+00	3.123303230537844474e-03	-1.874435062762046078e+00
-1.855042089533640137e+00	3.130982845625696672e-03	-1.859366667059766387e+00
-1.834841078171848494e+00	3.145327458081781987e-03	-1.865170463135886081e+00
-1.878987805459360061e+00	3.134538563926825890e-03	-1.866792217242895013e+00
-1.901958655357702810e+00	3.123556843501363364e-03	-1.897390128533757103e+00
-1.868746971763130205e+00	3.132826366314689966e-03	-1.928206383368621379e+00
-1.952364740185657865e+00	3.117273617597349829e-03	-1.963961403285984453e+00
-1.961825399638200906e+00	3.115984667377902969e-03	-1.953762298701942735e+00
-1.937284966128800079e+00	3.119313827585857343e-03	-1.895370835794005560e+00
-1.863108849720219951e+00	3.127847057573363617e-03	-1.832727567671383229e+00
-1.808272994855656179e+00	3.135074164052854048e-03	-1.786095168908639508e+00
-1.753513835891567396e+00	3.139933970576281371e-03	-1.754695734968996224e+00
-1.729760620157094309e+00	3.150807820943968881e-03	-1.717448138392682733e+00
-1.723284214504133161e+00	3.138209837874784188e-03	-1.683311978661383712e+00
-1.672879230052330968e+00	3.179936556243335207e-03	-1.689902507821594124e+00
-1.660101751019283256e+00	3.201465585341468131e-03	-1.631064589179983093e+00
-1.608733119659518707e+00	3.206391603104053519e-03	-1.597559991625997267e+00
-1.556489853736707119e+00	3.207834530591769425e-03	-1.532060809740449336e+00
-1.497762158465548055e+00	3.209249110859802630e-03	-1.501657732466495254e+00
-1.478181675113887650e+00	3.208396702063809943e-03	-1.437785552353696206e+00
-1.424312866241734810e+00	3.203878236241864460e-03	-1.400853361773282346e+00
-1.359486710295300327e+00	3.198280225891481695e-03	-1.352503637231381228e+00
-1.289956683011382665e+00	3.206571008998638280e-03	-1.314897375201763863e+00
-1.330403725207133903e+00	3.222603557666859405e-03	-1.291386009707664595e+00
-1.309689351955057646e+00	3.296038414599978313e-03	-1.287740823902479459e+00
-1.315273117511083001e+00	3.237532750968897307e-03	-1.319934368614462006e+00
-1.294316035183328495e+00	3.261786924387011840e-03	-1.288471915298602166e+00
