-1.907829433923211582e+00	6.111022845642951305e-03	-1.961742901981097020e+00	3.807681344013001679e-02	-1.930941040094380501e+00
-1.926215589568641917e+00	6.104361037538682221e-03	-1.943373916448308591e+00	3.807831164609286334e-02	-1.897303492475588937e+00
-1.851658697321113323e+00	6.132101355774951211e-03	-1.922693503427353789e+00	3.807249693925772449e-02	-1.850681950381953600e+00
-1.830995893799865826e+00	6.140450302491148003e-03	-1.862282721992642109e+00	3.808944258626244250e-02	-1.857071919824294426e+00
-1.867559821360885053e+00	6.126573897827599334e-03	-1.889028796062802940e+00	3.808320637219640703e-02	-1.890153359184488568e+00
-1.893668828950580973e+00	6.116213701821623071e-03	-1.903099728130882795e+00	3.807430083988659619e-02	-1.880190163978098461e+00
-1.866131581665626982e+00	6.126761625106654473e-03	-1.894056426917813951e+00	3.807570103218292645e-02	-1.936352730787793686e+00
-1.942691908829885961e+00	6.098199216687790435e-03	-1.922015142194368309e+00	3.807239647731673615e-02	-1.951073524994002995e+00
-1.953808544696926219e+00	6.094172117425729861e-03	-1.956997881042980225e+00	3.807331251390021210e-02	-1.952406339107785493e+00
-1.930619983775045512e+00	6.102548867847930845e-03	-1.959695009935558119e+00	3.807320463436202063e-02	-1.881971636656003533e+00
-1.858153494914915882e+00	6.129653972138756311e-03	-1.926629578164693157e+00	3.807212114164602867e-02	-1.823363022554124635e+00
-1.804576934433669066e+00	6.150171195246786036e-03	-1.872514699320390719e+00	3.807041499199957657e-02	-1.776239854535988982e+00
-1.751251986961790408e+00	6.171198522775741234e-03	-1.818300655614848438e+00	3.806864836044741851e-02	-1.721629503422960283e+00
-1.725743069188126810e+00	6.181271234293946558e-03	-1.773389048907574761e+00	3.806807870229032831e-02	-1.724748988669318139e+00
-1.716858114742080943e+00	6.184853190783586550e-03	-1.751809552599070230e+00	3.806745673742849279e-02	-1.688539068017633538e+00
-1.668700659733644898e+00	6.206304683568349655e-03	-1.682672038518376212e+00	3.813046011601738117e-02	-1.681805058224165483e+00
-1.651817009632736699e+00	6.212699836855280731e-03	-1.661780318206410811e+00	3.812361851250255229e-02	-1.637859288803622082e+00
-1.600475129552705766e+00	6.234108800248479819e-03	-1.619587468454028567e+00	3.812966862899923315e-02	-1.600442269488078439e+00
-1.550175363659775485e+00	6.254691934501495874e-03	-1.560468573210755494e+00	3.812756587162123567e-02	-1.541389835635121441e+00
-1.494649718291100271e+00	6.277725742873259927e-03	-1.505961654539987649e+00	3.812601744515863034e-02	-1.514329454380593187e+00
-1.476729878372054827e+00	6.285150578710970402e-03	-1.469649172222943889e+00	3.812686514757888945e-02	-1.445243682046923883e+00
-1.424430030491862453e+00	6.306652234917594323e-03	-1.423617120912240352e+00	3.811912317121222971e-02	-1.397092524387321788e+00
-1.360176318935145900e+00	6.333232438578791611e-03	-1.355146339215025364e+00	3.811803842325321712e-02	-1.339529851558798113e+00
-1.291266439259629806e+00	6.361570085614816870e-03	-1.277360862718524004e+00	3.811869803021782077e-02	-1.341369401577584330e+00
-1.331293951226086847e+00	6.346046498184195438e-03	-1.283145168802548142e+00	3.814478623252913481e-02	-1.343309774010019941e+00
-1.311290420649811495e+00	6.354292270494484550e-03	-1.285360982338033864e+00	3.814811671851746355e-02	-1.296232462002924857e+00
-1.314519629466985862e+00	6.352788070478384251e-03	-1.281477437592002389e+00	3.814917812542827080e-02	-1.303981730537926653e+00
-1.291732088420644686e+00	6.362215145250745517e-03	-1.272949579550413546e+00	3.815323337187979946e-02	-1.291182702301867158e+00
-1.298013842593718437e+00	6.359453010973000441e-03	-1.272066323983381153e+00	3.814639556676478749e-02	-1.303131107013900003e+00
-1.346114072122247762e+00	6.341126165273310543e-03	-1.342208469680372218e+00	3.815540883031541541e-02	-1.385087177041639306e+00
-1.456407608278425414e+00	6.292387023803898936e-03	-1.412130284664272040e+00	3.807789814316674126e-02	-1.495313015801739365e+00
-1.528841830350927466e+00	6.262255823387393415e-03	-1.488026437405551405e+00	3.807486276326553509e-02	-1.569672695206336455e+00
-1.613352020562217604e+00	6.227261634521626642e-03	-1.568679514077530257e+00	3.807233865130786599e-02	-1.632770267004662212e+00
-1.651740947831854101e+00	6.211519932361172190e-03	-1.634332263408168728e+00	3.807050473559879522e-02	-1.611851557553006575e+00
-1.617470330032972470e+00	6.225446739599279321e-03	-1.649508186754928829e+00	3.806917185763079858e-02	-1.646502077006702924e+00
-1.649837482351358631e+00	6.212115078601017880e-03	-1.656630440126946269e+00	3.806856054774808429e-02	-1.684379464109315272e+00
-1.701108638567802700e+00	6.191257653215972122e-03	-1.685023812426834411e+00	3.806799352244492896e-02	-1.701262460487527939e+00
-1.714333199721465917e+00	6.185940891340765101e-03	-1.716368250923324013e+00	3.806816753575713308e-02	-1.700842561838281197e+00
-1.691322179866574515e+00	6.195259142768124415e-03	-1.718147187706108525e+00	3.806793125855488513e-02	-1.676181034771716538e+00
-1.664614939594287080e+00	6.206092790665126112e-03	-1.701316553815559018e+00	3.806733239272507008e-02	-1.638369028638503089e+00
-1.656576861984206062e+00	6.209379385837140129e-03	-1.683415259462663016e+00	3.806677798063727580e-02	-1.620296515695132999e+00
-1.601155631411415925e+00	6.232043754213863716e-03	-1.653106987509772807e+00	3.806632334882774360e-02	-1.577265173839264234e+00
-1.558763393856963830e+00	6.249512260222674608e-03	-1.608750845907934490e+00	3.806640869811271644e-02	-1.554522007273666073e+00
-1.539490640772953611e+00	6.257539707621036749e-03	-1.569806504436883188e+00	3.806728680512204421e-02	-1.543889982279820883e+00
-1.550255755050102380e+00	6.252926189420678592e-03	-1.567911503148252450e+00	3.806394778459530615e-02	-1.530354390031963385e+00
-1.521360854200565882e+00	6.264863286731300017e-03	-1.552760912768690105e+00	3.806459263944216020e-02	-1.514743209787029699e+00
-1.528882800668213804e+00	6.261878032896946687e-03	-1.545641725105269870e+00	3.806433926633122355e-02	-1.532935554036533476e+00
-1.547344013019994691e+00	6.254198850854693868e-03	-1.557415677469634829e+00	3.806583648414406384e-02	-1.549887143986012461e+00
-1.570875169555222328e+00	6.244556238496331256e-03	-1.566114841018134030e+00	3.806563314459442127e-02	-1.531363366138152715e+00
-1.534582063834932342e+00	6.259573340884601843e-03	-1.564856761387773076e+00	3.806603310868293677e-02	-1.573120911666340049e+00
-1.570029619803449350e+00	6.244909071841094582e-03	-1.567094291508738024e+00	3.806553385726761662e-02	-1.588720981367656160e+00
-1.601162629945690696e+00	6.232170653639942069e-03	-1.582558801784898606e+00	3.806651950704097176e-02	-1.578928794283537718e+00
